|dates|Sangamon_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sangamon_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sangamon_Illinois_UnitedStates.Male_Total_Population.data|Sangamon_Illinois_UnitedStates.Male_Total_Population.missing|Sangamon_Illinois_UnitedStates.Female_Total_Population.data|Sangamon_Illinois_UnitedStates.Female_Total_Population.missing|Sangamon_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Sangamon_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34887.0|0|93741.0|0|101607.0|0|43347.0|0
