|dates|Heard_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Heard_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Heard_Georgia_UnitedStates.Male_Total_Population.data|Heard_Georgia_UnitedStates.Male_Total_Population.missing|Heard_Georgia_UnitedStates.Female_Total_Population.data|Heard_Georgia_UnitedStates.Female_Total_Population.missing|Heard_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Heard_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2074.0|0|5916.0|0|5963.0|0|2694.0|0
