|dates|Macon_NorthCarolina_UnitedStates.AveragePrecipitationTotal.data|Macon_NorthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Macon_NorthCarolina_UnitedStates.AveragePrecipitation.data|Macon_NorthCarolina_UnitedStates.AveragePrecipitation.missing|Macon_NorthCarolina_UnitedStates.AverageWindDirection.data|Macon_NorthCarolina_UnitedStates.AverageWindDirection.missing|Macon_NorthCarolina_UnitedStates.AverageWindSpeed.data|Macon_NorthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|26|0.0|26|127.75|0|4.213541666666667|0
