|dates|LaSalle_Texas_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Texas_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Texas_UnitedStates.NYT_ConfirmedCases.data|LaSalle_Texas_UnitedStates.NYT_ConfirmedCases.missing|LaSalle_Texas_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1079.0|0|0.0|100|30.0|0|0.0|100
