|dates|Allegany_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Allegany_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Allegany_Maryland_UnitedStates.Male_Total_Population.data|Allegany_Maryland_UnitedStates.Male_Total_Population.missing|Allegany_Maryland_UnitedStates.Female_Total_Population.data|Allegany_Maryland_UnitedStates.Female_Total_Population.missing|Allegany_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Allegany_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14400.0|0|36998.0|0|33977.0|0|12321.0|0
