|dates|Gladwin_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gladwin_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gladwin_Michigan_UnitedStates.Male_Total_Population.data|Gladwin_Michigan_UnitedStates.Male_Total_Population.missing|Gladwin_Michigan_UnitedStates.Female_Total_Population.data|Gladwin_Michigan_UnitedStates.Female_Total_Population.missing|Gladwin_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Gladwin_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6769.0|0|12814.0|0|12523.0|0|4758.0|0
