|dates|Jones_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jones_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jones_NorthCarolina_UnitedStates.Male_Total_Population.data|Jones_NorthCarolina_UnitedStates.Male_Total_Population.missing|Jones_NorthCarolina_UnitedStates.Female_Total_Population.data|Jones_NorthCarolina_UnitedStates.Female_Total_Population.missing|Jones_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Jones_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2178.0|0|4721.0|0|4916.0|0|1785.0|0
