|dates|Cottonwood_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cottonwood_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cottonwood_Minnesota_UnitedStates.Male_Total_Population.data|Cottonwood_Minnesota_UnitedStates.Male_Total_Population.missing|Cottonwood_Minnesota_UnitedStates.Female_Total_Population.data|Cottonwood_Minnesota_UnitedStates.Female_Total_Population.missing|Cottonwood_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Cottonwood_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2572.0|0|5636.0|0|5641.0|0|2756.0|0
