|dates|Yankton_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Yankton_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Yankton_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Yankton_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Yankton_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Yankton_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Yankton_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Yankton_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-02|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-03|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-04|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-05|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-06|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-07|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-08|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-09|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-10|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-11|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-12|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-13|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-14|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-15|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-16|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-17|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-18|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-19|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-20|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-21|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-22|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-23|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-24|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-25|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-26|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-27|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-28|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-29|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-30|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-01-31|11463.0|0|349.5|0|2.958730158730159|0|11812.5|0
0|2020-02-01|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-02|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-03|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-04|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-05|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-06|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-07|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-08|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-09|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-10|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-11|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-12|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-13|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-14|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-15|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-16|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-17|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-18|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-19|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-20|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-21|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-22|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-23|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-24|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-25|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-26|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-27|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-28|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-02-29|11555.0|0|353.0|0|2.9643936849177024|0|11908.0|0
0|2020-03-01|11463.0|0|351.5|0|2.97515764526641|0|11814.5|0
0|2020-03-02|11463.0|0|351.5|0|2.97515764526641|0|11814.5|0
0|2020-03-03|11463.0|0|351.5|0|2.97515764526641|0|11814.5|0
0|2020-03-04|11463.0|0|351.5|0|2.97515764526641|0|11814.5|0
0|2020-03-05|11463.0|0|351.5|0|2.97515764526641|0|11814.5|0
