|dates|Breathitt_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Breathitt_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Breathitt_Kentucky_UnitedStates.Male_Total_Population.data|Breathitt_Kentucky_UnitedStates.Male_Total_Population.missing|Breathitt_Kentucky_UnitedStates.Female_Total_Population.data|Breathitt_Kentucky_UnitedStates.Female_Total_Population.missing|Breathitt_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Breathitt_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2193.0|0|6366.0|0|6360.0|0|2597.0|0
