|dates|Hancock_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Ohio_UnitedStates.Male_Total_Population.data|Hancock_Ohio_UnitedStates.Male_Total_Population.missing|Hancock_Ohio_UnitedStates.Female_Total_Population.data|Hancock_Ohio_UnitedStates.Female_Total_Population.missing|Hancock_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13112.0|0|37555.0|0|38375.0|0|16855.0|0
