|dates|Perry_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Pennsylvania_UnitedStates.Male_Total_Population.data|Perry_Pennsylvania_UnitedStates.Male_Total_Population.missing|Perry_Pennsylvania_UnitedStates.Female_Total_Population.data|Perry_Pennsylvania_UnitedStates.Female_Total_Population.missing|Perry_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8531.0|0|23328.0|0|22811.0|0|9874.0|0
