|dates|Columbia_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_NewYork_UnitedStates.Male_Total_Population.data|Columbia_NewYork_UnitedStates.Male_Total_Population.missing|Columbia_NewYork_UnitedStates.Female_Total_Population.data|Columbia_NewYork_UnitedStates.Female_Total_Population.missing|Columbia_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14255.0|0|30001.0|0|29915.0|0|10358.0|0
