|dates|Calhoun_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Texas_UnitedStates.Male_Total_Population.data|Calhoun_Texas_UnitedStates.Male_Total_Population.missing|Calhoun_Texas_UnitedStates.Female_Total_Population.data|Calhoun_Texas_UnitedStates.Female_Total_Population.missing|Calhoun_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3870.0|0|11078.0|0|10483.0|0|5217.0|0
