|dates|Chase_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chase_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chase_Nebraska_UnitedStates.Male_Total_Population.data|Chase_Nebraska_UnitedStates.Male_Total_Population.missing|Chase_Nebraska_UnitedStates.Female_Total_Population.data|Chase_Nebraska_UnitedStates.Female_Total_Population.missing|Chase_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Chase_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|814.0|0|1970.0|0|2007.0|0|1018.0|0
