|dates|Republic_Kansas_UnitedStates.JHU_ConfirmedCases.data|Republic_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Republic_Kansas_UnitedStates.NYT_ConfirmedCases.data|Republic_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Republic_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Republic_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Republic_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Republic_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|713.0|0|0.0|100|13.0|0|0.0|100
