|dates|Morgan_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Colorado_UnitedStates.Male_Total_Population.data|Morgan_Colorado_UnitedStates.Male_Total_Population.missing|Morgan_Colorado_UnitedStates.Female_Total_Population.data|Morgan_Colorado_UnitedStates.Female_Total_Population.missing|Morgan_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4422.0|0|14410.0|0|14148.0|0|7424.0|0
