|dates|Volusia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Volusia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Volusia_Florida_UnitedStates.Male_Total_Population.data|Volusia_Florida_UnitedStates.Male_Total_Population.missing|Volusia_Florida_UnitedStates.Female_Total_Population.data|Volusia_Florida_UnitedStates.Female_Total_Population.missing|Volusia_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Volusia_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|133733.0|0|267217.0|0|280321.0|0|96836.0|0
