|dates|Cassia_Idaho_UnitedStates.BLS_EmployedPopulation.data|Cassia_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Cassia_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Cassia_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Cassia_Idaho_UnitedStates.BLS_UnemploymentRate.data|Cassia_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Cassia_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Cassia_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-02|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-03|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-04|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-05|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-06|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-07|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-08|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-09|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-10|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-11|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-12|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-13|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-14|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-15|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-16|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-17|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-18|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-19|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-20|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-21|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-22|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-23|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-24|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-25|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-26|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-27|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-28|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-29|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-30|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-01-31|11710.0|0|331.5|0|2.7529792799900346|0|12041.5|0
0|2020-02-01|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-02|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-03|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-04|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-05|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-06|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-07|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-08|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-09|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-10|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-11|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-12|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-13|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-14|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-15|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-16|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-17|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-18|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-19|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-20|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-21|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-22|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-23|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-24|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-25|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-26|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-27|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-28|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-02-29|11728.0|0|279.0|0|2.3236445406846005|0|12007.0|0
0|2020-03-01|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-02|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-03|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-04|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-05|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-06|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-07|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-08|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-09|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-10|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-11|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-12|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-13|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-14|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-15|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-16|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-17|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-18|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-19|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-20|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-21|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-22|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-23|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-24|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-25|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-26|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-27|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-28|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-29|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-30|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-03-31|11685.5|0|296.5|0|2.4745451510599232|0|11982.0|0
0|2020-04-01|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
0|2020-04-02|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
0|2020-04-03|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
0|2020-04-04|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
0|2020-04-05|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
0|2020-04-06|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
0|2020-04-07|11024.5|0|843.5|0|7.107347489046175|0|11868.0|0
