|dates|Newton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newton_Texas_UnitedStates.Male_Total_Population.data|Newton_Texas_UnitedStates.Male_Total_Population.missing|Newton_Texas_UnitedStates.Female_Total_Population.data|Newton_Texas_UnitedStates.Female_Total_Population.missing|Newton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Newton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2821.0|0|7066.0|0|6680.0|0|2782.0|0
