|dates|Sanilac_Michigan_UnitedStates.AveragePrecipitationTotal.data|Sanilac_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Sanilac_Michigan_UnitedStates.AveragePrecipitation.data|Sanilac_Michigan_UnitedStates.AveragePrecipitation.missing|Sanilac_Michigan_UnitedStates.AverageWindDirection.data|Sanilac_Michigan_UnitedStates.AverageWindDirection.missing|Sanilac_Michigan_UnitedStates.AverageWindSpeed.data|Sanilac_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.0|6|162.6875|0|6.885416666666667|0
