|dates|Glenn_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Glenn_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Glenn_California_UnitedStates.Male_Total_Population.data|Glenn_California_UnitedStates.Male_Total_Population.missing|Glenn_California_UnitedStates.Female_Total_Population.data|Glenn_California_UnitedStates.Female_Total_Population.missing|Glenn_California_UnitedStates.MaleAndFemale_Under18_Population.data|Glenn_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4453.0|0|14235.0|0|13812.0|0|7453.0|0
