|dates|Gogebic_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gogebic_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gogebic_Michigan_UnitedStates.Male_Total_Population.data|Gogebic_Michigan_UnitedStates.Male_Total_Population.missing|Gogebic_Michigan_UnitedStates.Female_Total_Population.data|Gogebic_Michigan_UnitedStates.Female_Total_Population.missing|Gogebic_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Gogebic_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3906.0|0|8126.0|0|6970.0|0|2359.0|0
