|dates|Kane_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kane_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kane_Utah_UnitedStates.Male_Total_Population.data|Kane_Utah_UnitedStates.Male_Total_Population.missing|Kane_Utah_UnitedStates.Female_Total_Population.data|Kane_Utah_UnitedStates.Female_Total_Population.missing|Kane_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Kane_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1796.0|0|3894.0|0|3815.0|0|1809.0|0
