|dates|Platte_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Platte_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Platte_Nebraska_UnitedStates.Male_Total_Population.data|Platte_Nebraska_UnitedStates.Male_Total_Population.missing|Platte_Nebraska_UnitedStates.Female_Total_Population.data|Platte_Nebraska_UnitedStates.Female_Total_Population.missing|Platte_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Platte_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5727.0|0|16904.0|0|16459.0|0|8696.0|0
