|dates|Cotton_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cotton_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cotton_Oklahoma_UnitedStates.Male_Total_Population.data|Cotton_Oklahoma_UnitedStates.Male_Total_Population.missing|Cotton_Oklahoma_UnitedStates.Female_Total_Population.data|Cotton_Oklahoma_UnitedStates.Female_Total_Population.missing|Cotton_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Cotton_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1119.0|0|2840.0|0|2936.0|0|1299.0|0
