|dates|Essex_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Essex_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Essex_Virginia_UnitedStates.Male_Total_Population.data|Essex_Virginia_UnitedStates.Male_Total_Population.missing|Essex_Virginia_UnitedStates.Female_Total_Population.data|Essex_Virginia_UnitedStates.Female_Total_Population.missing|Essex_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Essex_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2530.0|0|5113.0|0|5806.0|0|2028.0|0
