|dates|WhitePine_Nevada_UnitedStates.BLS_EmployedPopulation.data|WhitePine_Nevada_UnitedStates.BLS_EmployedPopulation.missing|WhitePine_Nevada_UnitedStates.BLS_UnemployedPopulation.data|WhitePine_Nevada_UnitedStates.BLS_UnemployedPopulation.missing|WhitePine_Nevada_UnitedStates.BLS_UnemploymentRate.data|WhitePine_Nevada_UnitedStates.BLS_UnemploymentRate.missing|WhitePine_Nevada_UnitedStates.BLS_LaborForcePopulation.data|WhitePine_Nevada_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-02|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-03|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-04|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-05|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-06|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-07|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-08|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-09|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-10|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-11|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-12|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-13|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-14|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-15|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-16|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-17|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-18|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-19|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-20|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-21|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-22|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-23|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-24|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-25|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-26|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-27|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-28|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-29|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-30|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-01-31|4581.0|0|143.0|0|3.027095681625741|0|4724.0|0
0|2020-02-01|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-02|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-03|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-04|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-05|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-06|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-07|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-08|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-09|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-10|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-11|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-12|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-13|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-14|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-15|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-16|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-17|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-18|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-19|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-20|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-21|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-22|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-23|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-24|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-25|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-26|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-27|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-28|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-02-29|4574.5|0|153.5|0|3.246615905245347|0|4728.0|0
0|2020-03-01|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-02|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-03|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-04|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-05|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-06|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-07|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-08|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-09|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-10|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-11|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-12|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
0|2020-03-13|4461.5|0|241.5|0|5.135020199872422|0|4703.0|0
