|dates|Marshall_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Minnesota_UnitedStates.Male_Total_Population.data|Marshall_Minnesota_UnitedStates.Male_Total_Population.missing|Marshall_Minnesota_UnitedStates.Female_Total_Population.data|Marshall_Minnesota_UnitedStates.Female_Total_Population.missing|Marshall_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2016.0|0|4738.0|0|4652.0|0|2158.0|0
