|dates|JudithBasin_Montana_UnitedStates.JHU_ConfirmedCases.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedCases.missing|JudithBasin_Montana_UnitedStates.NYT_ConfirmedCases.data|JudithBasin_Montana_UnitedStates.NYT_ConfirmedCases.missing|JudithBasin_Montana_UnitedStates.JHU_ConfirmedDeaths.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|JudithBasin_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|106.0|0|0.0|100|1.0|0|0.0|100
