|dates|Portage_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Portage_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Portage_Wisconsin_UnitedStates.Male_Total_Population.data|Portage_Wisconsin_UnitedStates.Male_Total_Population.missing|Portage_Wisconsin_UnitedStates.Female_Total_Population.data|Portage_Wisconsin_UnitedStates.Female_Total_Population.missing|Portage_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Portage_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11830.0|0|35759.0|0|35183.0|0|13665.0|0
