|dates|Stone_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stone_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stone_Arkansas_UnitedStates.Male_Total_Population.data|Stone_Arkansas_UnitedStates.Male_Total_Population.missing|Stone_Arkansas_UnitedStates.Female_Total_Population.data|Stone_Arkansas_UnitedStates.Female_Total_Population.missing|Stone_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Stone_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3416.0|0|6135.0|0|6322.0|0|2396.0|0
