|dates|Unicoi_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Unicoi_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Unicoi_Tennessee_UnitedStates.Male_Total_Population.data|Unicoi_Tennessee_UnitedStates.Male_Total_Population.missing|Unicoi_Tennessee_UnitedStates.Female_Total_Population.data|Unicoi_Tennessee_UnitedStates.Female_Total_Population.missing|Unicoi_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Unicoi_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4123.0|0|8724.0|0|9037.0|0|3310.0|0
