|dates|Jefferson_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Iowa_UnitedStates.Male_Total_Population.data|Jefferson_Iowa_UnitedStates.Male_Total_Population.missing|Jefferson_Iowa_UnitedStates.Female_Total_Population.data|Jefferson_Iowa_UnitedStates.Female_Total_Population.missing|Jefferson_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4119.0|0|10127.0|0|8254.0|0|2858.0|0
