|dates|St.Louis_Missouri_UnitedStates.BLS_EmployedPopulation.data|St.Louis_Missouri_UnitedStates.BLS_EmployedPopulation.missing|St.Louis_Missouri_UnitedStates.BLS_UnemployedPopulation.data|St.Louis_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|St.Louis_Missouri_UnitedStates.BLS_UnemploymentRate.data|St.Louis_Missouri_UnitedStates.BLS_UnemploymentRate.missing|St.Louis_Missouri_UnitedStates.BLS_LaborForcePopulation.data|St.Louis_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
