|dates|Orange_Texas_UnitedStates.BLS_EmployedPopulation.data|Orange_Texas_UnitedStates.BLS_EmployedPopulation.missing|Orange_Texas_UnitedStates.BLS_UnemployedPopulation.data|Orange_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Orange_Texas_UnitedStates.BLS_UnemploymentRate.data|Orange_Texas_UnitedStates.BLS_UnemploymentRate.missing|Orange_Texas_UnitedStates.BLS_LaborForcePopulation.data|Orange_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-02|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-03|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-04|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-05|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-06|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-07|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-08|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-09|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-10|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-11|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-12|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-13|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-14|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-15|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-16|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-17|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-18|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-19|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-20|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-21|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-22|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-23|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-24|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-25|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-26|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
0|2020-01-27|34566.0|0|2013.5|0|5.5044492133572085|0|36579.5|0
