|dates|Menominee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Menominee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Menominee_Wisconsin_UnitedStates.Male_Total_Population.data|Menominee_Wisconsin_UnitedStates.Male_Total_Population.missing|Menominee_Wisconsin_UnitedStates.Female_Total_Population.data|Menominee_Wisconsin_UnitedStates.Female_Total_Population.missing|Menominee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Menominee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|615.0|0|2320.0|0|2338.0|0|1580.0|0
