|dates|Fillmore_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fillmore_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fillmore_Minnesota_UnitedStates.Male_Total_Population.data|Fillmore_Minnesota_UnitedStates.Male_Total_Population.missing|Fillmore_Minnesota_UnitedStates.Female_Total_Population.data|Fillmore_Minnesota_UnitedStates.Female_Total_Population.missing|Fillmore_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Fillmore_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4409.0|0|10563.0|0|10495.0|0|5191.0|0
