|dates|Boone_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Arkansas_UnitedStates.Male_Total_Population.data|Boone_Arkansas_UnitedStates.Male_Total_Population.missing|Boone_Arkansas_UnitedStates.Female_Total_Population.data|Boone_Arkansas_UnitedStates.Female_Total_Population.missing|Boone_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7743.0|0|18443.0|0|19037.0|0|8593.0|0
