|dates|Passaic_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Passaic_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Passaic_NewJersey_UnitedStates.Male_Total_Population.data|Passaic_NewJersey_UnitedStates.Male_Total_Population.missing|Passaic_NewJersey_UnitedStates.Female_Total_Population.data|Passaic_NewJersey_UnitedStates.Female_Total_Population.missing|Passaic_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Passaic_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|73213.0|0|245542.0|0|257768.0|0|119860.0|0
