|dates|Wrangell_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wrangell_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wrangell_Alaska_UnitedStates.Male_Total_Population.data|Wrangell_Alaska_UnitedStates.Male_Total_Population.missing|Wrangell_Alaska_UnitedStates.Female_Total_Population.data|Wrangell_Alaska_UnitedStates.Female_Total_Population.missing|Wrangell_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Wrangell_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|548.0|0|1296.0|0|1207.0|0|501.0|0
