|dates|Winnebago_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winnebago_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winnebago_Illinois_UnitedStates.Male_Total_Population.data|Winnebago_Illinois_UnitedStates.Male_Total_Population.missing|Winnebago_Illinois_UnitedStates.Female_Total_Population.data|Winnebago_Illinois_UnitedStates.Female_Total_Population.missing|Winnebago_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Winnebago_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|49819.0|0|138635.0|0|145446.0|0|66490.0|0
