|dates|Clark_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Kentucky_UnitedStates.Male_Total_Population.data|Clark_Kentucky_UnitedStates.Male_Total_Population.missing|Clark_Kentucky_UnitedStates.Female_Total_Population.data|Clark_Kentucky_UnitedStates.Female_Total_Population.missing|Clark_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6480.0|0|17704.0|0|18545.0|0|8087.0|0
