|dates|Warren_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warren_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warren_NorthCarolina_UnitedStates.Male_Total_Population.data|Warren_NorthCarolina_UnitedStates.Male_Total_Population.missing|Warren_NorthCarolina_UnitedStates.Female_Total_Population.data|Warren_NorthCarolina_UnitedStates.Female_Total_Population.missing|Warren_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Warren_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5032.0|0|9775.0|0|10032.0|0|3647.0|0
