|dates|Muscatine_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Muscatine_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Muscatine_Iowa_UnitedStates.Male_Total_Population.data|Muscatine_Iowa_UnitedStates.Male_Total_Population.missing|Muscatine_Iowa_UnitedStates.Female_Total_Population.data|Muscatine_Iowa_UnitedStates.Female_Total_Population.missing|Muscatine_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Muscatine_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7145.0|0|21452.0|0|21477.0|0|10691.0|0
