|dates|Brookings_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Brookings_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Brookings_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Brookings_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Brookings_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Brookings_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Brookings_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Brookings_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-02|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-03|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-04|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-05|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-06|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-07|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-08|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-09|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-10|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-11|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-12|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-13|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-14|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-15|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-16|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-17|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-18|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-19|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-20|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-21|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-22|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-23|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-24|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-25|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-26|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-27|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-28|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-29|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-30|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-01-31|18118.5|0|663.0|0|3.5300694832681097|0|18781.5|0
0|2020-02-01|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-02|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-03|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-04|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-05|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-06|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-07|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-08|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-09|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-10|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-11|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-12|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-13|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-14|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-15|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-16|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-17|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-18|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-19|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-20|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-21|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-22|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-23|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-24|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-25|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-26|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-27|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-28|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-02-29|18666.5|0|568.5|0|2.955549779048609|0|19235.0|0
0|2020-03-01|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-02|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-03|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-04|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-05|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-06|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-07|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-08|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-09|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-10|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-11|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-12|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-13|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-14|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-15|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-16|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-17|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-18|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-19|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-20|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-21|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-22|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-23|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-24|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-25|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-26|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-27|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-28|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-29|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-30|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-03-31|18440.0|0|588.5|0|3.0927293270620386|0|19028.5|0
0|2020-04-01|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-02|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-03|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-04|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-05|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-06|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-07|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-08|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-09|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-10|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-11|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-12|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-13|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-14|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-15|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-16|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-17|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-18|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-19|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-20|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-21|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-22|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-23|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-24|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-25|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-26|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-27|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-28|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-29|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-04-30|17447.5|0|1555.5|0|8.185549650055254|0|19003.0|0
0|2020-05-01|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
0|2020-05-02|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
0|2020-05-03|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
0|2020-05-04|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
0|2020-05-05|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
0|2020-05-06|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
0|2020-05-07|17240.0|0|1174.0|0|6.375583794938634|0|18414.0|0
