|dates|Tarrant_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tarrant_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tarrant_Texas_UnitedStates.Male_Total_Population.data|Tarrant_Texas_UnitedStates.Male_Total_Population.missing|Tarrant_Texas_UnitedStates.Female_Total_Population.data|Tarrant_Texas_UnitedStates.Female_Total_Population.missing|Tarrant_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Tarrant_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
