|dates|Fentress_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fentress_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fentress_Tennessee_UnitedStates.Male_Total_Population.data|Fentress_Tennessee_UnitedStates.Male_Total_Population.missing|Fentress_Tennessee_UnitedStates.Female_Total_Population.data|Fentress_Tennessee_UnitedStates.Female_Total_Population.missing|Fentress_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Fentress_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4000.0|0|8890.0|0|9327.0|0|3828.0|0
