|dates|Henderson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henderson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henderson_Texas_UnitedStates.Male_Total_Population.data|Henderson_Texas_UnitedStates.Male_Total_Population.missing|Henderson_Texas_UnitedStates.Female_Total_Population.data|Henderson_Texas_UnitedStates.Female_Total_Population.missing|Henderson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Henderson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18082.0|0|40249.0|0|42050.0|0|17724.0|0
