|dates|Cherokee_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Cherokee_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Cherokee_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Cherokee_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Cherokee_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Cherokee_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Cherokee_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Cherokee_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-02|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-03|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-04|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-05|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-06|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-07|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-08|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-09|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-10|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-11|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-12|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-13|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-14|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-15|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-16|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-17|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-18|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-19|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-20|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-21|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-22|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-23|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-24|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-25|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-26|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-27|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-28|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-29|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-30|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-01-31|18188.5|0|726.5|0|3.8408670367433255|0|18915.0|0
0|2020-02-01|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-02|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-03|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-04|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-05|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-06|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-07|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
0|2020-02-08|18294.5|0|681.5|0|3.591378583473862|0|18976.0|0
