|dates|Craig_Virginia_UnitedStates.BLS_EmployedPopulation.data|Craig_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Craig_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Craig_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Craig_Virginia_UnitedStates.BLS_UnemploymentRate.data|Craig_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Craig_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Craig_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-02|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-03|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-04|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-05|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-06|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-07|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-08|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-09|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-10|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-11|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-12|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-13|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-14|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-15|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-16|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-17|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-18|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-19|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-20|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-21|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-22|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-23|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-24|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-25|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-26|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-27|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-28|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-29|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-30|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-01-31|2261.0|0|74.0|0|3.1691648822269807|0|2335.0|0
0|2020-02-01|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-02|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-03|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-04|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-05|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-06|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-07|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-08|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-09|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-10|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-11|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-12|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-13|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-14|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-15|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-16|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-17|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-18|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-19|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-20|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-21|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-22|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-23|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-24|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-25|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-26|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-27|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-28|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-02-29|2281.0|0|63.5|0|2.708466624013649|0|2344.5|0
0|2020-03-01|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-02|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-03|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-04|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-05|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-06|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-07|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-08|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-09|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-10|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
0|2020-03-11|2257.0|0|74.0|0|3.1746031746031744|0|2331.0|0
