|dates|OutofAR_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofAR_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofAR_Arkansas_UnitedStates.Male_Total_Population.data|OutofAR_Arkansas_UnitedStates.Male_Total_Population.missing|OutofAR_Arkansas_UnitedStates.Female_Total_Population.data|OutofAR_Arkansas_UnitedStates.Female_Total_Population.missing|OutofAR_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|OutofAR_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
