|dates|Oldham_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oldham_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oldham_Kentucky_UnitedStates.Male_Total_Population.data|Oldham_Kentucky_UnitedStates.Male_Total_Population.missing|Oldham_Kentucky_UnitedStates.Female_Total_Population.data|Oldham_Kentucky_UnitedStates.Female_Total_Population.missing|Oldham_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Oldham_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8777.0|0|34810.0|0|31660.0|0|16937.0|0
