|dates|Hawkins_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hawkins_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hawkins_Tennessee_UnitedStates.Male_Total_Population.data|Hawkins_Tennessee_UnitedStates.Male_Total_Population.missing|Hawkins_Tennessee_UnitedStates.Female_Total_Population.data|Hawkins_Tennessee_UnitedStates.Female_Total_Population.missing|Hawkins_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Hawkins_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11944.0|0|27743.0|0|28787.0|0|11240.0|0
