|dates|Letcher_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Letcher_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Letcher_Kentucky_UnitedStates.Male_Total_Population.data|Letcher_Kentucky_UnitedStates.Male_Total_Population.missing|Letcher_Kentucky_UnitedStates.Female_Total_Population.data|Letcher_Kentucky_UnitedStates.Female_Total_Population.missing|Letcher_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Letcher_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4277.0|0|10698.0|0|11201.0|0|4739.0|0
