|dates|Anderson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anderson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anderson_Kentucky_UnitedStates.Male_Total_Population.data|Anderson_Kentucky_UnitedStates.Male_Total_Population.missing|Anderson_Kentucky_UnitedStates.Female_Total_Population.data|Anderson_Kentucky_UnitedStates.Female_Total_Population.missing|Anderson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Anderson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3572.0|0|11107.0|0|11556.0|0|5335.0|0
