|dates|Lincoln_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Nebraska_UnitedStates.Male_Total_Population.data|Lincoln_Nebraska_UnitedStates.Male_Total_Population.missing|Lincoln_Nebraska_UnitedStates.Female_Total_Population.data|Lincoln_Nebraska_UnitedStates.Female_Total_Population.missing|Lincoln_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6805.0|0|17409.0|0|17776.0|0|8259.0|0
