|dates|Scurry_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scurry_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scurry_Texas_UnitedStates.Male_Total_Population.data|Scurry_Texas_UnitedStates.Male_Total_Population.missing|Scurry_Texas_UnitedStates.Female_Total_Population.data|Scurry_Texas_UnitedStates.Female_Total_Population.missing|Scurry_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Scurry_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2548.0|0|9148.0|0|7718.0|0|4254.0|0
