|dates|Jackson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_SouthDakota_UnitedStates.Male_Total_Population.data|Jackson_SouthDakota_UnitedStates.Male_Total_Population.missing|Jackson_SouthDakota_UnitedStates.Female_Total_Population.data|Jackson_SouthDakota_UnitedStates.Female_Total_Population.missing|Jackson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|442.0|0|1662.0|0|1645.0|0|1105.0|0
