|dates|Beckham_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beckham_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beckham_Oklahoma_UnitedStates.Male_Total_Population.data|Beckham_Oklahoma_UnitedStates.Male_Total_Population.missing|Beckham_Oklahoma_UnitedStates.Female_Total_Population.data|Beckham_Oklahoma_UnitedStates.Female_Total_Population.missing|Beckham_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Beckham_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3114.0|0|11653.0|0|10056.0|0|5317.0|0
