|dates|Charlottesville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charlottesville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charlottesville_Virginia_UnitedStates.Male_Total_Population.data|Charlottesville_Virginia_UnitedStates.Male_Total_Population.missing|Charlottesville_Virginia_UnitedStates.Female_Total_Population.data|Charlottesville_Virginia_UnitedStates.Female_Total_Population.missing|Charlottesville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Charlottesville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5580.0|0|23316.0|0|24801.0|0|7675.0|0
