|dates|Reynolds_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Reynolds_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Reynolds_Missouri_UnitedStates.Male_Total_Population.data|Reynolds_Missouri_UnitedStates.Male_Total_Population.missing|Reynolds_Missouri_UnitedStates.Female_Total_Population.data|Reynolds_Missouri_UnitedStates.Female_Total_Population.missing|Reynolds_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Reynolds_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1449.0|0|3221.0|0|3033.0|0|1221.0|0
