|dates|Garfield_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garfield_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garfield_Oklahoma_UnitedStates.Male_Total_Population.data|Garfield_Oklahoma_UnitedStates.Male_Total_Population.missing|Garfield_Oklahoma_UnitedStates.Female_Total_Population.data|Garfield_Oklahoma_UnitedStates.Female_Total_Population.missing|Garfield_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Garfield_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9982.0|0|30323.0|0|30590.0|0|15721.0|0
