|dates|Utah_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Utah_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Utah_Utah_UnitedStates.Male_Total_Population.data|Utah_Utah_UnitedStates.Male_Total_Population.missing|Utah_Utah_UnitedStates.Female_Total_Population.data|Utah_Utah_UnitedStates.Female_Total_Population.missing|Utah_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Utah_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48050.0|0|314587.0|0|307626.0|0|207710.0|0
